collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,
CAB,66,18,24,22-Aug-41,Memorandum,WP (41) 201,Report on the action of the 2nd Armoured Division. Note by the Secretary of the War Cabinet covering Report by Brigadier Harding and Air Commodore Brown.,E E Bridges,
CAB,66,18,25,20-Aug-41,Memorandum,WP (41) 202,Prime Minister's meeting with President Roosevelt.,Winston S Churchill,
CAB,66,18,26,18-Aug-41,Memorandum,WP (41) 203,"Conference between the Prime Minister of the United Kingdom and the President of the United States. Telegrams exchanged between this country and the Prime Minister, or those forming part of the Delegation accompanying him, 8-17th August, 1941.",Secretary,
CAB,66,18,27,24-Aug-41,Memorandum,WP (41) 204,Visit of General Macfarlane to the Russian Front.,Mason-Macfarlane,
CAB,66,18,28,27-Aug-41,Memorandum,WP (41) 205,Staff Conversations with the Turks.,Chiefs of Staff Committee,
CAB,66,18,29,28-Aug-41,Memorandum,WP (41) 206,Blockade Policy: Milk for Children in Vichy France.,Anthony Eden,
CAB,66,18,30,28-Aug-41,Memorandum,WP (41) 207,"Weekly Resume (No. 104) of the Naval, Military and Air Situation from 0700 August 21st, to 0700 August 28th, 1941.",Chiefs of Staff,
CAB,66,18,31,29-Aug-41,Memorandum,WP (41) 208,Dominion Representation in the United Kingdom. Telegram from the Prime Minister to the Prime Minister of the Commonwealth of Australia.,Winston S Churchill,
CAB,66,18,32,30-Aug-41,Memorandum,WP (41) 209,The American Position.,Cranborne,
CAB,66,18,33,1-Sep-41,Memorandum,WP (41) 210,Eastward extension of the War in the Middle East.,Chiefs of Staff,
CAB,66,18,34,1-Sep-41,Memorandum,WP (41) 211,Supply from North America.,Winston S Churchill,
CAB,66,18,35,2-Sep-41,Memorandum,WP (41) 212,The Far East. Telegrams from the Prime Minister to the Prime Ministers of Australia and New Zealand.,Winston S Churchill,
CAB,66,18,36,4-Sep-41,Memorandum,WP (41) 213,Detention of a Member of Parliament under Defence Regulation 18B. Should a Member of Parliament be given a right to have his case examined by a Committee of the House?,Herbert Morrison,
CAB,66,18,37,4-Sep-41,Memorandum,WP (41) 214,"Weekly Resume (No. 105) of the Naval, Military and Air Situation from 0700 August 28th, to 0700 September 4th, 1941.",Chiefs of Staff,
CAB,66,18,38,6-Sep-41,Memorandum,WP (41) 215,Mexico. Resumption of Diplomatic Relations and Settlement of the Oil Dispute.,Anthony Eden,
CAB,66,18,39,9-Sep-41,Memorandum,WP (41) 216,Extension of Food Rationing.,John Anderson,
CAB,66,18,40,9-Sep-41,Memorandum,WP (41) 217,Dominion Representation in the United Kingdom. Telegrams exchanged between the Prime Minister and the Prime Minister of the Commonwealth of Australia.,E E Bridges,
CAB,66,18,41,11-Sep-41,Memorandum,WP (41) 218,"Weekly Resume (No. 106) of the Naval, Military and Air Situation from 0700 September 4th, to 0700 September 11th, 1941.",Chiefs of Staff,
CAB,66,18,42,13-Sep-41,Memorandum,WP (41) 219,"The Question whether we should declare war on Finland, Hungary and Roumania.",Anthony Eden,
CAB,66,18,43,16-Sep-41,Memorandum,WP (41) 220,Far Eastern Policy.,Anthony Eden,
CAB,66,18,44,16-Sep-41,Memorandum,WP (41) 221,"Record of a Meeting between the Prime Minister and General de Gaulle at No.10 Downing Street on Friday, September 12, 1941, at 12 Noon.",Secretary,
CAB,66,18,45,21-Sep-41,Memorandum,WP (41) 222,Report on the action of the 2nd Armoured Division.,E E Bridges,
CAB,66,18,46,18-Sep-41,Memorandum,WP (41) 223,"Weekly Resume (No. 107) of the Naval, Military and Air Situation from 0700 September 11th, to 0700 September 18th, 1941.",Chiefs of Staff,
CAB,66,18,47,19-Sep-41,Memorandum,WP (41) 224,Caucasian Oil. Report by Lord Hankey's Committee on Preventing Oil from reaching Enemy Powers.,Hankey,
CAB,66,18,48,22-Sep-41,Memorandum,WP (41) 225,"Total Battle Casualties - Middle East. (Western Desert, Abyssinia, Greece, Crete, Syria &amp; Cyprus.)",E E Bridges,
CAB,66,18,49,25-Sep-41,Memorandum,WP (41) 226,"Weekly Resume (No. 108) of the Naval, Military and Air Situation from 0700 September 18th, to 0700 September 25th, 1941.",Chiefs of Staff,
CAB,66,18,50,26-Sep-41,Memorandum,WP (41) 227,Delivery of Lease-Lend Aircraft from India to China.,L S Amery,
CAB,66,19,1,20-Sep-41,Memorandum,WP (41) 228,Speech by Mr. Mackenzie King.,E E Bridges,
CAB,66,19,2,26-Sep-41,Memorandum,WP (41) 229,Political Meetings in Factories.,John Anderson,
CAB,66,19,3,30-Sep-41,Memorandum,WP (41) 230,Far Eastern Policy.,Anthony Eden,
CAB,66,19,4,2-Oct-41,Memorandum,WP (41) 231,"Weekly Resume (No. 109) of the Naval, Military and Air Situation from 0700 September 25th, to 0700 October 2nd, 1941.",Chiefs of Staff,
CAB,66,19,5,4-Oct-41,Memorandum,WP (41) 232,The Senussi and Cyrenaica.,Anthony Eden,
CAB,66,19,6,5-Oct-41,Memorandum,WP (41) 233,Action of the German Authorities in Occupied Territory.,Anthony Eden,
CAB,66,19,7,5-Oct-41,Memorandum,WP (41) 234,The Middle East. The Military Situation: Australian Troops.,E E Bridges,
CAB,66,19,8,8-Oct-41,Memorandum,WP (41) 235,Action of the German Authorities in Occupied Territories.,Anthony Eden,
CAB,66,19,9,9-Oct-41,Memorandum,WP (41) 236,"Weekly Resume (No. 110) of the Naval, Military and Air Situation from 0700 October 2nd, to 0700 October 9th, 1941.",Chiefs of Staff,
CAB,66,19,10,10-Oct-41,Memorandum,WP (41) 237,"Vichy, French North Africa and the Blockade.",Hugh Dalton,
CAB,66,19,11,8-Oct-41,Memorandum,WP (41) 238,Moscow Conference.,Beaverbrook,
CAB,66,19,12,23-Oct-41,Memorandum,WP (41) 239,"Organisation of Allied Naval, Army and Air Contingents. Eighteenth Report.",Chiefs of Staff Committee,
CAB,66,19,13,15-Oct-41,Memorandum,WP (41) 240,Policy with Regard to Ethiopia.,David Margesson,
CAB,66,19,14,15-Oct-41,Memorandum,WP (41) 241,Policy with Regard to Ethiopia.,Anthony Eden,
CAB,66,19,15,16-Oct-41,Memorandum,WP (41) 242,"Weekly Resume (No. 111) of the Naval, Military and Air Situation from 0700 October 9th, to 0700 October 16th, 1941.",Chiefs of Staff,
CAB,66,19,16,17-Oct-41,Memorandum,WP (41) 243,Egyptian Government's Gold Reserve.,Anthony Eden,
CAB,66,19,17,19-Oct-41,Memorandum,WP (41) 244,The Communist Party of Great Britain.,E E Bridges,
CAB,66,19,18,23-Oct-41,Memorandum,WP (41) 245,"Declaration of War on Finland, Hungary and Roumania.",Anthony Eden,
CAB,66,19,19,23-Oct-41,Memorandum,WP (41) 246,"Weekly Resume (No. 112) of the Naval, Military and Air Situation from 0700 October 16th, to 0700 October 23rd, 1941.",Chiefs of Staff,
CAB,66,19,20,27-Oct-41,Memorandum,WP (41) 247,Man-Power.,John Anderson,
CAB,66,19,21,26-Oct-41,Memorandum,WP (41) 248,"Declaration of War on Finland, Hungary and Roumania.",Anthony Eden,
CAB,66,19,22,27-Oct-41,Memorandum,WP (41) 249,Man-Power: Machinery for Individual Deferment.,Ernest Bevin,
CAB,66,19,23,28-Oct-41,Memorandum,WP (41) 250,"Amendment of the Regency Act, 1937.",Herbert Morrison,
CAB,66,19,24,28-Oct-41,Memorandum,WP (41) 251,Military Aid for Russia.,Beaverbrook,
CAB,66,19,25,30-Oct-41,Memorandum,WP (41) 252,"Weekly Resume (No. 113) of the Naval, Military and Air Situation from 0700 October 23rd, to 0700 October 30th, 1941.",Chiefs of Staff,
CAB,66,19,26,30-Oct-41,Memorandum,WP (41) 253,"Amendment of the Regency Act, 1937.",Simon,
CAB,66,19,27,31-Oct-41,Memorandum,WP (41) 254,Defensive Co-operation in the Far East with the Netherlands and the United States.,Anthony Eden,
CAB,66,19,28,2-Nov-41,Memorandum,WP (41) 255,"Finland, Hungary and Roumania. Telegram from the Dominions Office to Dominion Governments, and replies from the Dominions.",E E Bridges,
CAB,66,19,29,4-Nov-41,Memorandum,WP (41) 256,Situation in Russia.,Anthony Eden,
CAB,66,19,30,7-Nov-41,Memorandum,WP (41) 257,Man-Power.,John Anderson,
CAB,66,19,31,6-Nov-41,Memorandum,WP (41) 258,Man-Power.,Winston S Churchill,
CAB,66,19,32,6-Nov-41,Memorandum,WP (41) 259,"Weekly Resume (No. 114) of the Naval, Military and Air Situation from 0700 October 30th, to 0700 November 6th, 1941.",Chiefs of Staff,
CAB,66,19,33,6-Nov-41,Memorandum,WP (41) 260,Air Policy - Attack on factories in Occupied France known to be manufacturing munition supplies for the Enemy.,Archibald H M Sinclair,
CAB,66,19,34,8-Nov-41,Memorandum,WP (41) 261,Committee on policy in regard to Ethiopia. Report.,John Anderson,
CAB,66,19,35,8-Nov-41,Memorandum,WP (41) 262,"Article in the ""Sunday Pictorial"".",Herbert Morrison,
CAB,66,19,36,10-Nov-41,Memorandum,WP (41) 263,Policy with regard to Ethiopia.,Cranborne,
CAB,66,19,37,9-Nov-41,Memorandum,WP (41) 264,Seizure of Vichy Ships.,Anthony Eden,
CAB,66,19,38,10-Nov-41,Memorandum,WP (41) 265,Supplies to Turkey.,Anthony Eden,
CAB,66,19,39,10-Nov-41,Memorandum,WP (41) 266,Situation in Spain.,Anthony Eden,
CAB,66,19,40,14-Nov-41,Memorandum,WP (41) 267,Should Detention Orders be made under Defence Regulation 18B against certain persons carrying on prejudicial propaganda.,Herbert Morrison,
CAB,66,19,41,12-Nov-41,Memorandum,WP (41) 268,"Article in the ""Sunday Pictorial"". Question of further powers to deal with such articles.",Herbert Morrison,
CAB,66,19,42,12-Nov-41,Memorandum,WP (41) 269,Publication by the Press of articles likely to prejudice the relations of His Majesty's Government with Foreign Powers.,"Anthony Eden, Herbert Morrison, Brendan Bracken",
CAB,66,19,43,13-Nov-41,Memorandum,WP (41) 270,"Weekly Resume (No. 115) of the Naval, Military and Air Situation from 0700 November 6th, to 0700 November 13th, 1941.",Chiefs of Staff,
CAB,66,19,44,14-Nov-41,Memorandum,WP (41) 271,"India. Release of Satyagrahi Prisoners. Telegrams between Viceroy and Secretary of State for India, circulated by direction of the Prime Minister.",E E Bridges,
CAB,66,19,45,15-Nov-41,Memorandum,WP (41) 272,Relations with Russia.,Anthony Eden,
CAB,66,19,46,17-Nov-41,Memorandum,WP (41) 273,India: Release of Satyagrahi Prisoners.,L S Amery,
CAB,66,19,47,19-Nov-41,Memorandum,WP (41) 274,Assistance to Russia. Telegrams circulated by direction of the Prime Minister.,E E Bridges,
CAB,66,19,48,19-Nov-41,Memorandum,WP (41) 275,India: Release of Satyagrahi Prisoners.,Clement R Attlee,
CAB,66,19,49,20-Nov-41,Memorandum,WP (41) 276,"Weekly Resume (No. 116) of the Naval, Military and Air Situation from 0700 November 13th, to 0700 November 20th, 1941.",Chiefs of Staff,
CAB,66,19,50,17-Nov-41,Memorandum,WP (41) 277,United States Bases: Defence Questions.,Chiefs of Staff Committee,
CAB,66,19,51,20-Nov-41,Memorandum,WP (41) 278,Ministry of Supply Labour Requirements.,Beaverbrook,
CAB,66,20,1,21-Nov-41,Memorandum,WP (41) 279,Accommodation for Married Couples detained under Defence Regulation 18B.,Herbert Morrison,
CAB,66,20,2,20-Nov-41,Memorandum,WP (41) 280,"Supplementary New Construction Programme, 1941.",A V Alexander,
CAB,66,20,3,22-Nov-41,Memorandum,WP (41) 281,United States Bases: Defence Questions.,Cranborne,
CAB,66,20,4,24-Nov-41,Memorandum,WP (41) 282,Report on visit to the United States and Canada.,Clement R Attlee,
CAB,66,20,5,22-Nov-41,Memorandum,WP (41) 283,India: Release of Satyagraha Prisoners.,L S Amery,
CAB,66,20,6,24-Nov-41,Memorandum,WP (41) 284,Man Power Debate.,Ernest Bevin,
CAB,66,20,8,24-Nov-41,Memorandum,WP (41) 285,Ministry of Supply Labour Requirements.,Ernest Bevin,
CAB,66,20,9,29-Oct-41,Memorandum,WP (41) 286,British Administration in the Far East.,Duff Cooper,
CAB,66,20,10,25-Nov-41,Memorandum,WP (41) 287,Relations with Russia.,Anthony Eden,
CAB,66,20,11,29-Nov-41,Memorandum,WP (41) 288,Forthcoming discussions with the Soviet Government.,Anthony Eden,
CAB,66,20,12,26-Nov-41,Memorandum,WP (41) 289,Ministry of Supply Labour Requirements.,Beaverbrook,
CAB,66,20,13,27-Nov-41,Memorandum,WP (41) 290,"Weekly Resume (No. 117) of the Naval, Military and Air Situation from 0700 November 20th, to 0700 November 27th, 1941.",Chiefs of Staff,
CAB,66,20,14,27-Nov-41,Memorandum,WP (41) 291,Man-Power.,Winston S Churchill,
CAB,66,20,15,28-Nov-41,Memorandum,WP (41) 292,Draft Agreement and Draft Military Convention between His Majesty's Government in the United Kingdom and the Emperor of Ethiopia.,E E Bridges,
CAB,66,20,16,29-Nov-41,Memorandum,WP (41) 293,India. Release of Satyagrahi Prisoners. Telegrams circulated by direction of the Prime Minister.,E E Bridges,
CAB,66,20,17,1-Dec-41,Memorandum,WP (41) 294,"Treatment of the Nationals in this Country of Hungary, Rumania, Finland and Japan in the event of War with those Countries.",Herbert Morrison,
CAB,66,20,18,1-Dec-41,Memorandum,WP (41) 295,"Spanish proposal to acquire 300,000 tons of French Shipping.",Anthony Eden,
CAB,66,20,19,2-Dec-41,Memorandum,WP (41) 296,Far Eastern Policy.,Anthony Eden,
CAB,66,20,20,4-Dec-41,Memorandum,WP (41) 297,"Weekly Resume (No. 118) of the Naval, Military and Air Situation from 0700 November 27th, to 0700 December 4th, 1941.",Chiefs of Staff,
CAB,66,20,21,6-Dec-41,Memorandum,WP (41) 298,Russia. Directive from the Prime Minister to the Foreign Secretary.,Winston S Churchill,
CAB,66,20,22,11-Dec-41,Memorandum,WP (41) 299,"Weekly Resume (No. 119) of the Naval, Military and Air Situation from 0700 December 4th, to 0700 December 11th, 1941.",Chiefs of Staff,
CAB,66,20,23,15-Dec-41,Memorandum,WP (41) 300,Ninth Report by Lord Hankey's Committee on Preventing Oil from reaching Enemy Powers.,Hankey,
CAB,66,20,24,18-Dec-41,Memorandum,WP (41) 301,"Weekly Resume (No. 120) of the Naval, Military and Air Situation from 0700 December 11th, to 0700 December 18th, 1941.",Chiefs of Staff,
CAB,66,20,25,19-Dec-41,Memorandum,WP (41) 302,Allied Co-ordination.,War Cabinet Offices,
CAB,66,20,26,19-Dec-41,Memorandum,WP (41) 303,"Allied Co-ordination. Draft telegram to H.M. Ambassador, Washington, prepared at an interdepartmental meeting.",Secretary,
CAB,66,20,27,22-Dec-41,Memorandum,WP (41) 304,Allied Co-ordination. Telegram from Foreign Office to Washington.,E E Bridges,
CAB,66,20,28,25-Dec-41,Memorandum,WP (41) 305,"Weekly Resume (No. 121) of the Naval, Military and Air Situation from 0700 December 18th, to 0700 December 25th, 1941.",Chiefs of Staff,
CAB,66,20,29,24-Dec-41,Memorandum,WP (41) 306,Proposed Allied Joint Declaration. Telegram from the Prime Minister in Washington.,E E Bridges,
CAB,66,20,30,29-Dec-41,Memorandum,WP (41) 307,Command in the South West Pacific.,Chiefs of Staff,
CAB,66,20,31,29-Dec-41,Memorandum,WP (41) 308,Auxiliary Aircraft Carriers.,A V Alexander,
CAB,66,20,32,1-Jan-42,Memorandum,WP (42) 1,Auxiliary Aircraft Carriers.,Leathers,
CAB,66,20,33,2-Jan-42,Memorandum,WP (42) 2,Committee on Overseas Manpower. Composition and Terms of Reference.,E E Bridges,
CAB,66,20,34,1-Jan-42,Memorandum,WP (42) 3,"Weekly Resume (No. 122) of the Naval, Military and Air Situation from 0700 December 25th, 1941 to 0700 January 1st, 1942.",Chiefs of Staff,
CAB,66,20,35,2-Jan-42,Memorandum,WP (42) 4,Management of New Filling Factories.,Ministry of Supply,
CAB,66,20,36,2-Jan-42,Memorandum,WP (42) 5,Egyptian Government's Gold Reserve.,Anthony Eden,
CAB,66,20,37,3-Jan-42,Memorandum,WP (42) 6,Greece: The Blockade.,Anthony Eden,
CAB,66,20,38,3-Jan-42,Memorandum,WP (42) 7,The attitude of Mr. de Valera.,Cranborne,
CAB,66,20,39,5-Jan-42,Memorandum,WP (42) 8,Mr. Eden's visit to Moscow.,Anthony Eden,
CAB,66,20,40,5-Jan-42,Memorandum,WP (42) 9,The Albemarle Aircraft.,"Beaverbrook, A H M Sinclair, J T C Moore-Brabazon",
CAB,66,20,41,5-Jan-42,Memorandum,WP (42) 10,Albemarle Aircraft. Memoranda addressed to the Prime Minister by the Select Committee on National Expenditure.,E E Bridges,
CAB,66,20,42,6-Jan-42,Memorandum,WP (42) 11,Inter-Allied and Inter-Imperial Co-ordination.,L S Amery and Hankey,
CAB,66,20,43,5-Jan-42,Memorandum,WP (42) 12,Reports of British Management and Labour Delegation on their visit to the United States and Canada.,Clement R Attlee,
CAB,66,20,44,7-Jan-42,Memorandum,WP (42) 13,German Atrocities: Proposed Declaration.,Anthony Eden,
CAB,66,20,45,7-Jan-42,Memorandum,WP (42) 14,Financial Arrangements between the United Kingdom and Canada.,Kingsley Wood,
CAB,66,20,46,8-Jan-42,Memorandum,WP (42) 15,"Weekly Resume (No. 123) of the Naval, Military and Air Situation from 0700 January 1st, to 0700 January 8th, 1942.",Chiefs of Staff,
CAB,66,20,47,17-Jan-42,Memorandum,WP (42) 16,"Organisation of Allied Naval, Army and Air Contingents. Nineteenth Report.",Chiefs of Staff Committee,
CAB,66,20,48,9-Jan-42,Memorandum,WP (42) 17,Freezing of Part-Time Volunteers in the Civil Defence Services.,"Herbert Morrison, Ernest Brown, Thomas Johnston",
CAB,66,20,49,10-Jan-42,Memorandum,WP (42) 18,The Ministerial Committee on Export Surpluses.,E E Bridges,
CAB,66,20,50,10-Jan-42,Memorandum,WP (42) 19,Offices or Places of Profit Under the Crown.,Arthur Greenwood,
CAB,66,20,51,17-Jan-42,Memorandum,WP (42) 20,Central Planning Authority.,Arthur Greenwood,
CAB,66,21,1,14-Jan-42,Memorandum,WP (42) 21,Consideration for Lease-Lend Aid.,Arthur Greenwood,
CAB,66,21,2,15-Jan-42,Memorandum,WP (42) 22,"Weekly Resume (No. 124) of the Naval, Military and Air Situation from 0700 January 8th, to 0700 January 15th, 1942.",Chiefs of Staff,
CAB,66,21,3,12-Jan-42,Memorandum,WP (42) 23,The Lease-Lend Agreement.,L S Amery,
CAB,66,21,4,22-Jan-42,Memorandum,WP (42) 24,"Weekly Resume (No. 125) of the Naval, Military and Air Situation from 0700 January 15th, to 0700 January 22nd, 1942.",Chiefs of Staff,
CAB,66,21,5,17-Jan-42,Memorandum,WP (42) 25,Consideration for Lease-Lend Aid.,Kingsley Wood,
CAB,66,21,6,17-Jan-42,Memorandum,WP (42) 26,Post War Credits for the Forces. Report of a War Cabinet Committee.,Kingsley Wood,
CAB,66,21,7,19-Jan-42,Memorandum,WP (42) 27,Co-ordination of the Allied War effort.,Winston S Churchill,
CAB,66,21,8,19-Jan-42,Memorandum,WP (42) 28,Supply of Technicians to Turkey.,Ernest Bevin,
CAB,66,21,9,21-Jan-42,Memorandum,WP (42) 29,Co-operation with the Dominion Governments.,Cranborne,
CAB,66,21,10,21-Jan-42,Memorandum,WP (42) 30,Co-operation with the Dominion Governments.,Cranborne,
CAB,66,21,11,16-Jan-42,Memorandum,WP (42) 31,Skilled Radio Personnel. Fourth Progress Report.,Hankey,
CAB,66,21,12,21-Jan-42,Memorandum,WP (42) 32,Lease-Lend Agreement.,Cranborne,
CAB,66,21,13,22-Jan-42,Memorandum,WP (42) 33,Relations with Australia.,E E Bridges,
CAB,66,21,14,24-Jan-42,Memorandum,WP (42) 34,Australian Strategical Requirements.,E E Bridges,
CAB,66,21,15,24-Jan-42,Memorandum,WP (42) 35,Australian Government's message to Sir Robert Brooke-Popham.,E E Bridges,
CAB,66,21,16,25-Jan-42,Memorandum,WP (42) 36,Arrangements for consultation with the Dominion Governments.,E E Bridges,
CAB,66,21,17,25-Jan-42,Memorandum,WP (42) 37,Australian Government's message to Sir Robert Brooke-Popham.,E E Bridges,
CAB,66,21,18,26-Jan-42,Memorandum,WP (42) 38,The Dominions. Arrangements for consultation with Dominion Governments: Telegrams exchanged with New Zealand.,Dominions Office,
CAB,66,21,19,26-Jan-42,Memorandum,WP (42) 39,Publication of Possible Troop Movements.,Brendan Bracken,
CAB,66,21,20,27-Jan-42,Memorandum,WP (42) 40,Air Services to the Middle East. Report of an ad hoc Committee.,Moyne,
CAB,66,21,21,27-Jan-42,Memorandum,WP (42) 41,Agricultural Prices.,John Anderson,
CAB,66,21,22,28-Jan-42,Memorandum,WP (42) 42,The Indian Political Situation.,L S Amery,
CAB,66,21,23,28-Jan-42,Memorandum,WP (42) 43,The Indian Political Situation.,L S Amery,
CAB,66,21,24,29-Jan-42,Memorandum,WP (42) 44,The Committee on Skilled Men in the Services. (The Beveridge Committee).,David Margesson,
CAB,66,21,25,30-Jan-42,Memorandum,WP (42) 45,The Committee on Skilled Men in the Services. (The Beveridge Committee).,Ernest Bevin,
CAB,66,21,26,29-Jan-42,Memorandum,WP (42) 46,"Weekly Resume (No. 126) of the Naval, Military and Air Situation from 0700 January 22nd, to 0700 January 29th, 1942.",Chiefs of Staff,
CAB,66,21,27,29-Jan-42,Memorandum,WP (42) 47,Portuguese Timor.,Anthony Eden,
