collection,series,piece,item,Covering_date,Type,Former Reference,Agenda
CAB,195,6,53,4-Nov-48,Notebook,CM (48) 68,"1. Parliament; 2. Wireless Telegraphy Bill; 3. North Atlantic Treaty and Western Union - a) N. Atlantic Treaty - b) Western Union; 4. Offshore Oil in Persian Gulf; 5. Abolition of Visas for U.S Citizens; 6. Germany: Ownership of Coal, Iron and Steel Industry; 7. Labour Inspection in Industry: Commerce"
CAB,195,6,54,8-Nov-48,Notebook,CM (48) 69,1. Capital Punishment
CAB,195,6,55,11-Nov-48,Notebook,CM (48) 70,1. Parliament - W. Telegraphy Bill - Debate on Address; 2. Berlin Elections; 3. Cyrenaicia; 4. Economic Affairs
CAB,195,6,56,12-Nov-48,Notebook,CM (48) 71,1. Palestine; 2. Commonwealth Relations - Eire - India
CAB,195,6,57,13-Nov-48,Notebook,CM (48) 72,1. Commonwealth Relations
CAB,195,6,58,15-Nov-48,Notebook,CM (48) 73,1. Berlin: Intervention of Dr. Evatt; 2. Commonwealth Relations: Eire and India; 3. Birth of Princess Elizabeth's Son; 4. Anglo-Norwegian Fishery Dispute; 5. Capital Punishment; 6. Amendment of Betting Laws
CAB,195,6,59,18-Nov-48,Notebook,CM (48) 74,1. Message of Congratulations on Birth of Son to Princess Elizabeth; 2. Iron and Steel Bill; 3. Parliament; 4. Council for Wales and Monmouthshire; 5. Enquiry into Capital Punishment; 6. National Service Bill; 7. Commonwealth Relations: Eire; 8. Cyrenaicia; 9. Reparations and E.R.P; 10. Christmas Food Bonus
CAB,195,6,60,22-Nov-48,Notebook,CM (48) 75,Royal Visit to Australia: N. Zealand; 2. Commonwealth relations: Eire; 3. National Service Act; 4. Service Pay
CAB,195,6,61,25-Nov-48,Notebook,CM (48) 76,1. Parliament - Foreign Affairs Debate; 2. Commonwealth Relations: Eire; 3. Ceylon: Application for Membership of U.N.; 4. Military Training (Facilities) Bill; 5. Housing Bill; 6. Western Frontiers of Germany and Saar
CAB,195,6,62,2-Dec-48,Notebook,CM (48) 77,1. Parliament; 2. Licensing Bill; 3. Iron and Steel Bill; 4. Commonwealth Consultation; 5. Military Training (Facilities) Bill; 6. Salaries of Higher Civil Service
CAB,195,6,63,6-Dec-48,Notebook,CM (48) 78,1. Foreign Affairs Debate - a) Spokesman - b) Scope of Debate; 2. Western Union; 3. Palestine; 4. National Service Bill; 5. Board of Trade Enquiry; 6. Licensing Bill
CAB,195,6,64,9-Dec-48,Notebook,CM (48) 79,1. Parliament; 2. Currency Situation in Berlin; 3. India: Kashmir; 4. Naval Exercises in Mediterranean; 5. Armed Forces: Pay of Women's Services; 6. Economic Affairs - Production - Housing - External Trade - Balance of Payments - Wages - Relaxation of Controls
CAB,195,6,65,13-Dec-48,Notebook,CM (48) 80,1. Argentine Meat; 2. Indonesia; 3. China; 4. Acquisition of Land and Buildings by Govt. Depts.; 5. International Labour Convention: Workmen's Compensation
CAB,195,6,66,15-Dec-48,Notebook,CM (48) 81,1. Parliament; 2. Eire; 3. Army and Airforce Courts Martial; 4 Germany: Occupation Statute;
CAB,195,6,67,22-Dec-48,Notebook,CM (48) 82,1. Indonesia; 2. Germany: Reparations and Humphrey Committee; 3. Germany: International Authority for Ruhr; 4. Census of Distribution; 5. Housing: tied Cottages
CAB,195,7,1,12-Jan-49,Notebook,CM (49) 1,"1. Census of Distribution; 2. Ireland - a) Constitutional Safeguards - b) Defence of N. Ireland - c) Titles - d) Boundary, and Irish Lights - e) Extra Territorial Powers - f) Westminster Franchise - g) Disqualification of Members of Parliament - h) Supreme Court - i) Other Recommendations of N. Party; 3. European Unity"
CAB,195,7,2,12-Jan-49,Notebook,CM (49) 2,1. European Unity; 2. Indonesia; 3. China
CAB,195,7,3,17-Jan-49,Notebook,CM (49) 3,1. Palestine
CAB,195,7,4,17-Jan-49,Notebook,CM (49) 4,1. Meat Ration; 2. Palestine; 3. Anglo-Norwegian Fishery Dispute; 4. North West Atlantic Fishery Convention; 5. Royal Commision on Divorce
CAB,195,7,5,20-Jan-49,Notebook,CM (49) 5,1. Parliament; 2. Lynskey Tribunal Report; 3. Tied Cottages; 4. Administration of Former Italian Colonies; 5. Economic Report - Man Power - Coal Production - Housing - Overseas Trade - Balance of Payments - Wages - Industrial Disputes - Employment - Controls - Man Power; 6. Civil Aviation: use of Mauritius by K.L.M; 7. Leakage of Information
CAB,195,7,6,24-Jan-49,Notebook,CM (49) 6,1. Defence Estimates 1949/50; 2. Palestine; 3. Resumption of Austrian Treaty Negotiations; 4. Lynskey Tribunal: Report
CAB,195,7,7,27-Jan-49,Notebook,CM (49) 7,1. Parliament; 2. Lynskey Tribunal Report - a) Position of M: Belcher - b) Contact Men - c) Personal applications
CAB,195,7,8,28-Jan-49,Notebook,CM (49) 8,1. Council of Europe
CAB,195,7,9,3-Feb-49,Notebook,CM (49) 9,1. Lynskey Report; 2. Council of Europe; 3. Parliament; 4. Newfoundland; 5. Communism; 6. Appointments to Agriculture Committees
CAB,195,7,10,8-Feb-49,Notebook,CM (49) 10,1.Germany: Reparations; 2. Indonesia; 3. Exports
CAB,195,7,11,10-Feb-49,Notebook,CM (49) 11,1. Blood Sports Bill; 2. Private Members' Bill; 3. Parliament; 4. War Graves; 5. Statement of Defence
CAB,195,7,12,17-Feb-49,Notebook,CM (49) 12,1. Parliament; 2. Private Members' Bill; 3. Parliamentary Procedure: Imposing a Charge; 4. Supplementary Estimates - a) Nat. Health Services - b) Food Supplementary Estimate - c) Colonial Estimate; 5. Sea Bed Oil and Persian Gulf
CAB,195,7,13,21-Feb-49,Notebook,CM (49) 13,1. Army and Air Force Court Martials; 2. Economic Affairs - External Trade - B/Payments - Prices; E.R.P.; Miscellaneous
CAB,195,7,14,22-Feb-49,Notebook,CM (49) 14,1. Atlantic Pact - New Article 11 - Social and Economical Purposes - Other Powers
CAB,195,7,15,24-Feb-49,Notebook,CM (49) 15,1. Parliament; 2. British North America Bill; 3. Private Members' Bill; 4. Civil Service: Membership of Local Authorities; 5. Indonesia; 6. Burma; 7. European Long-Term Programme; 8. Council of Europe - a) Voting in Cttee. of Ministers etc. - b) Functions and Powers - c) Para. 10 - d) Procedure - e) Voting; 9. Austria: Establishment of New Political Parties
CAB,195,7,16,28-Feb-49,Notebook,CM (49) 16,"1. Cabinet Committees; 2. Civil Servants: Memberships of L.A.'s; 3. Defence: Inducements for Recruiting; 4. Economic Survey for 1949 - Man Power ""Targets"" - General Run-over the Text; 5. Wage Movements in 1948; 6. Petrol Rationing;"
CAB,195,7,17,3-Mar-49,Notebook,CM (49) 17,1. Parliament - Private Members Bills - House of Lords; 2. India
CAB,195,7,18,8-Mar-49,Notebook,CM (49) 18,1. Wheat Agreement; 2. China and South East Asia; 3. Ireland - Ireland Bill - Anti-Partition Campaign
CAB,195,7,19,24-Mar-49,Notebook,CM (49) 22,1. Parliament - Censorship of Plays Bill - Marriage Bill (H/L) Lord Mancroft; 2. Film Industry; 3. U.N.E.S.C.O. Third General Conference
CAB,195,7,20,28-Mar-49,Notebook,CM (49) 23,1. Demobilisation Clothing for N.S. Men; 2. Economic Report - a) Man Power - b) Production - c) Coal - d) Steel - e) Motors - f) Exports - g) N/Payments - h) Prices - I) Dollar-earning of Colonies - j) Shipping
CAB,195,7,21,31-Mar-49,Notebook,CM (49) 24,"1. Parliament - Censorship of Plays Bill; 2. War Crimes: German Generals; 3. War Crimes: Geneva Conventions; 4. Sale of ""Ajax"" to Chile"
CAB,195,7,22,5-Apr-49,Notebook,CM (49) 25,1. Atlantic Pact; 2. The Budget
CAB,195,7,23,7-Apr-49,Notebook,CM (49) 26,1. Parliament; 2. Remuneration of Trained Nurses; 3. Germany: Occupation Statute
CAB,195,7,24,13-Apr-49,Notebook,CM (49) 27,1. Parliament; 2. Dock Strike; 3. Meat Ration; 4. International Labour Conventions; 5. Political Processions in London
CAB,195,7,25,27-Apr-49,Notebook,CM (49) 29,1. India; 2. Syria
CAB,195,7,26,28-Apr-49,Notebook,CM (49) 30,1. Parliament; 2. War Crimes: German Generals; 3. Reinforcement of Hong Kong; 4. Council of Europe
CAB,195,7,27,2-May-49,Notebook,CM (49) 31,1. Council of Europe; 2. Austria: Political Parties; 3. Germany: Blockade of Berlin; 4. International Labour Convention - a) Freedom to Associate and Right to Organise - b) Organisation of Employment Service; 5. Wages Policy: Railway Application; 6. May Day Demonstrations
CAB,195,7,28,5-May-49,Notebook,CM (49) 32,1. Parliament; 2. Hong Kong; 3. Channel Tunnel; 4. War Crimes: German Generals; 5. Council of Europe; 6. Germany: Berlin Blockade; 7. Police Pay - a) Widow's Pension - b) Chief Constables
CAB,195,7,29,9-May-49,Notebook,CM (49) 33,1. Prevention of Corruption; 2. Hong Kong; 3. Leakage of Information
CAB,195,7,30,12-May-49,Notebook,CM (49) 34,1. Parliament; 2. Parliament Bill; 3. Ireland Bill; 4. Berlin Blockade; 5. Indonesia; 6. Local Government; 7. New Town Corporations: Remuneration of Members; 8. Meat Ration
CAB,195,7,31,16-May-49,Notebook,CM (49) 35,1. Legislative Programme 1950; 2. Council of Europe; 3. Arrest of Mr. Eisler; 4. Administration of Overseas Territories; 5. Sir Oswald Moseley - Passport
CAB,195,7,32,19-May-49,Notebook,CM (49) 36,1. Parliament; 2. Telegraph Bill; 3. Employment of Communists etc. - a) Secret Government Contracts - b) Outstations of Service Departments; 4. Greece; 5. Equatorial Nile
CAB,195,7,33,23-May-49,Notebook,CM (49) 37,1. National Health Service - National Insurance; 2. Telegraph Bill
CAB,195,7,34,26-May-49,Notebook,CM (49) 38,1. Parliament - Superannuation Bill - Steel Bill - Ireland Bill; 2. Canadian Seamen's Strike; 3. Hong Kong - Re-inforcements - Shipping - Water Supplies
CAB,195,7,35,30-May-49,Notebook,CM (49) 39,1. Strikes: Docks and Railways; 2. Cyrenaica; 3. Import Policy; 4. Economic Affairs - Argentine - Israel; 5. Re-sale Price Maintenance; 6. Ireland Bill
CAB,195,7,36,2-Jun-49,Notebook,CM (49) 40,1. Parliament; 2. Council of Europe; 3. Iron and Steel Bill; 4. National Insurance Schemes &amp; Sickness Absence; 5. Dock Strike; 6. Railway Strike
CAB,195,7,37,20-Jun-49,Notebook,CM (49) 41,1. Industrial Disputes; 2. Iron and Steel Bill; 3. Liberalisation of Trade; 4. Political Activities of Civil Servants; 5. Council of Europe
CAB,195,7,38,23-Jun-49,Notebook,CM (49) 42,1. Parliament - Hairdressers (Regulation) Bill; 2. Boundary Comission; 3. Import Policy; 4. Mountbatten Estate Bill; 5. Hong Kong - C.O. Memo - Dom Replies; 6. China: Bombing of SS. Anchises; 7. China: Release of H.M.S. Amethyst; 8. Soviet War Potential
CAB,195,7,39,30-Jun-49,Notebook,CM (49) 43,1. Parliament - Steel Bill - Pensions - Press: Royal Commission - Analgesia Bill - Hairdressers Bill; 2. General Election; 3. Industrial Disputes - Docks - Railways; 4. Succession to the Crown Act; 5. Civil Servants and Industrial Disputes; 6. Anglo-Norwegian Fisheries Dispute; 7. Social Services in Western Europe
CAB,195,7,40,7-Jul-49,Notebook,CM (49) 44,1. Parliament - Business for next week - Law Reform (Misc Provns) Bill - Financial Situation: Debate in H/Lords; 2. Parliament
CAB,195,7,41,11-Jul-49,Notebook,CM (49) 45,1. Law Reform (Miscellaneous Provisions) Bill; 2. Parliament; 3. Dock Strike
CAB,195,7,42,18-Jul-49,Notebook,CM (49) 46,1. Berlin Air-Lift; 2. Divorce Laws; 3. Royal Commission on Press; 4. Anglo-Norwegian Fisheries Dispute; 5. Chancellor of Exchequer; 6. National Dock Labour Board; 7. London Dock Strike; 8. Meat: Alternative Sources of Supply
CAB,195,7,43,21-Jul-49,Notebook,CM (49) 47,1. Parliament; 2. Iron and Steel Bill; 3. House of Lords Reform; 4. Mineral Development; 5. Security of Economic &amp; Industrial Information; 6. Channel Tunnel; 7. Dock Strike; 8. Bechuanaland Protectorate. Chieftainship of Bamangwato Tribe; 9. Commonwealth Relations: Staff
CAB,195,7,44,25-Jul-49,Notebook,CM (49) 48,1. Dock Strike; 2. Railway Dispute; 3. Mining: Dispute by Colliery Winding Men; 4. Meeting of Commonwealth Finance Ministers; 5. The Dollar Situation
CAB,195,7,45,27-Jul-49,Notebook,CM (49) 49,1. Animal Feedingstuffs; 2. Married Quarters for Services; 3. R.O.F's Involutary Absenteeism; 4. Iron and Steel Bill; 5. Deportation of British Subjects from U.K.; 6. International Commission on Whaling
CAB,195,7,46,28-Jul-49,Notebook,CM (49) 50,1. Parliament - Business for next week after Recess; 2. Women Peers; 3. Communists etc. in Govt. Contractors' Firms; 4 Economic Situation
CAB,195,7,47,29-Jul-49,Notebook,CM (49) 51,1. Private Investment of Foreign Capital; 2. Economic Situation. Interim Measures by Canada and U.S.A.; 3. Economic Situation
CAB,195,7,48,12-Aug-49,Notebook,CM (49) 52,1. Retail Trade Wages; 2. Dollar Situation: Canada; 3. Conditions of Labour in Non-Metropolitan Territories
CAB,195,7,49,29-Aug-49,Notebook,CM (49) 53,1. Economic Situation - Devaluation - C.P. (49) 175 Summary of Recommendations; 2. Wages Policy: Distributive Trades
CAB,195,7,50,29-Aug-49,Notebook,CM (49) 54,1. China; 2. Hong Kong; 3. Middle East Policy; 4. India; 5. The Economic Situation - Sterling Balances - Oil and Dollars
CAB,195,7,51,26-Sep-49,Notebook,CM (49) 57,1. Economic Situation - a) Terms of Government Motion - b) Chorley Report - c) Wages Policy - d) Anglo-Canadian Trade; 2. Radio-Olympia Exhibition
CAB,195,7,52,13-Oct-49,Notebook,CM (49) 58,1. Economic Situation: Publicity to Industry; 2. Iron and Steel Bill: Dorman Long; 3. Gold Coast Constitution; 4. Political Activities of Civil Servants
CAB,195,7,53,18-Oct-49,Notebook,CM (49) 59,1. Economic Situation; 2. Parliament; 3. Devaluation of Sterling; 4. Countries of Service in Essential Industries; 5. Use of National Health Service by Aliens; 6. Political Activities of Civil Servants; 7. N.W. Atlantic Fisheries Convention
CAB,195,7,54,20-Oct-49,Notebook,CM (49) 60,1. Parliament; 2. Housing. Local Authority Waiting Lists; 3. Election to Security Council; 4. Christmas Food Bonuses
CAB,195,7,55,21-Oct-49,Notebook,CM (49) 61,1. Economic Situation - National Health Scheme - General - Prescription Charges: O.A. Pensioners
CAB,195,7,56,27-Oct-49,Notebook,CM (49) 62,1. Parliament; 2. Greece: Withdrawal of Forces; 3. Memorial Service for J.R. Clynes; 4. Iron &amp; Steel Bill; 5. Council of Europe; 6. Economic Unification of Europe; 7. Recognition of Chinese Communist Government; 8. South East Asia &amp; Far East; 9. Private Claims against Foreign Countries
CAB,195,7,57,3-Nov-49,Notebook,CM (49) 63,1. Parliament; 2. Iron &amp; Steel Bill; 3. Joint Consultation in Industry; 4. Prison's Officers' Pay
CAB,195,7,58,7-Nov-49,Notebook,CM (49) 64,1. Christmas Food; 2. India: Consequential Provisions Bill; 3. India: Liability to Military Service; 4. Title and Status of High Commissioners; 5. Salaries in N. Health Service; 6. Wages Policy
CAB,195,7,59,14-Nov-49,Notebook,CM (49) 66,1. Egypt Tankers: Iraq - Pipe-Line; 2. Wages Policy; 3. E. Africa Ground Nuts Scheme; 4. Size of Newspapers; 5. Amendment of Canadian Constitution
CAB,195,7,60,18-Nov-49,Notebook,CM (49) 67,"1. Parliament; 2. Wages Policy: Shipbuilding; 3. India (Consequential Provisions) Bill; 4. Council of Europe - Meeting of Committee of Ministers; 5. Brussels Treaty - Consultative Council; 6. Divorce: Instructions to Judges by Pope; 7. Meeting of Foreign Ministers of U.K., U.S. &amp; France"
CAB,195,7,61,24-Nov-49,Notebook,CM (49) 68,1. Parliament; 2. Civil Aviation: Accident at Prestwick; 3. Exchange Control: Payment to Informers; 4. Parliament Bill; 5. Transport: Financing of Commission; 6. Retail Trade Wages; 7. Germany: Dismantling
CAB,195,7,62,1-Dec-49,Notebook,CM (49) 69,1. Parliament: 2. Conversion of Exchequer Bonds; 3. Council of Europe; 4. Legislative Programme: 1950 Session
CAB,195,7,63,8-Dec-49,Notebook,CM (49) 70,1. Parliament Bill - Report of Estimate Cttee - Festival of Britain &amp; Parlt. Square Bills; 2. Wool Industry Development Council; 3. Council of Europe; 4. Communists etc. Secret Govt. Contracts; 5. Prorogation Speech; 6. Indonesia: Arms Embargo
CAB,195,7,64,12-Dec-49,Notebook,CM (49) 71,1. Cruelty to Children; 2. Canada: Trade Relations; 3. Australia: Abolition of Petrol Rationing; 4. Film Industry
CAB,195,7,65,13-Dec-49,Notebook,CM (49) 72,1. Parliament; 2. Defence Estimates: 1950/51; 3. Electricity Strike; 4. Recognition of Communist Govt. in China; 5. Staff Associations in Post Office; 6. Parliament Square Bill
CAB,195,7,66,31-Jan-50,Notebook,CM (50) 3,1. Bechuanaland: Chieftainship of Bamangwato Tribe; 2. Armed Forces: Re-settlement of Regulars
CAB,195,7,67,7-Feb-50,Notebook,CM (50) 4,1. Agricultural Review; 2. Bamangwato Tribe: Chieftainship; 3. Germany; 4. Indo China; 5. Hong Kong: Tramway Strike
CAB,195,7,68,25-Feb-50,Notebook,CM (50) 5,The General Election
CAB,195,7,69,2-Mar-50,Notebook,CM (50) 6,1. Cabinet; 2. Private Members' Time; 3. Parliament; 4. Iron &amp; Steel Act; 5. King's Speech - Maintenance Orders - Fish - Consumers' Advice Centre; 6. Defence White Paper;
CAB,195,7,70,3-Mar-50,Notebook,CM (50) 7,1. Bechuanaland: Chieftainship of Bamangwato Tribe; 2. Financial Situation
CAB,195,7,71,6-Mar-50,Notebook,CM (50) 8,1. Agricultural Prices; 2. Seretse Khama.
CAB,195,7,72,9-Mar-50,Notebook,CM (50) 9,1. Parliament - Division on Steel - Next week's business - Attendance at Ballet; 2. Agricultural Prices; 3. De-rationing of Feeding Stuffs; 4. Housing - a) L.A.'s Waiting Lists - b) Houses for Sale; 5. Economic Situation
CAB,195,7,73,13-Mar-50,Notebook,CM (50) 10,1. Parliament. Housing; 2. Transport: Increase of Charges; 3. National Health Service
CAB,195,7,74,16-Mar-50,Notebook,CM (50) 11,1. National Health Service; 2. Parliament - Seretse Khama - Corporal Punishment; 3. Divorce; 4. Council of Europe; 5. Staff Associations in Post Office; 6. Economic Survey. 1950; 7. Bamangwato Tribe
CAB,195,7,75,17-Mar-50,Notebook,CM (50) 12,The Economic Situation
CAB,195,7,76,29-Mar-50,Notebook,CM (50) 13,1. Circulars on Civil Defence; 2. Corporal Punishment; 3. Naturalisation Policy; 4. Colombo Conference: Economic Development in S.E.A; 5. Indo-Pakistan Relations
CAB,195,7,77,23-Mar-50,Notebook,CM (50) 14,1. Parliament; 2. Mr. Macmanaway; 3. U.N.E.S.C.O. Delegation; 4. Transport Charges; 5. Farm Prices
CAB,195,7,78,27-Mar-50,Notebook,CM (50) 15,"1. South-East Asia: Economic Development; 2. Bamangwato Tribe; 3. Atlantic Pact: Meeting of Council; 4. Council of Europe: Germany's Membership; 5. Indo/Pakistan Relations; 6. Food Prices; 7. Local Govt. Boundaries; 8. Council of Europe; 9. Germany: Coal, Iron &amp; Steel Industries"
CAB,195,7,79,30-Mar-50,Notebook,CM (50) 16,1. Parliament. Defeat of Govt. on 29.3.50; 2. Parliament. Business; 3. Germany: Iron &amp; Steel &amp; Coal Industries; 4. Future of Economic Controls; 5. Economic Affairs; 6. Stocks of Animal Food; 7. Finance of National Film Corporation
CAB,195,7,80,3-Apr-50,Notebook,CM (50) 17,1. Parliament; 2. Visiting Forces; 3. Balance of Payments; 4. Scales of National Assistance; 5. National Health Service
CAB,195,7,81,4-Apr-50,Notebook,CM (50) 18,National Health Service
CAB,195,7,82,6-Apr-50,Notebook,CM (50) 19,"1. National Health Service; 2. China: Civil Aircraft; 3. Film ""Chance of a Lifetime""; 4. Points Rationing for Food"
CAB,195,7,83,6-Apr-50,Notebook,CM (50) 20,1. Points Rationing for Food; 2. Gas-Workers' Wage Claim.
CAB,195,7,84,17-Apr-50,Notebook,CM (50) 21,1. The Budget; 2. Housing Programme; 3. Wages Policy
CAB,195,7,85,20-Apr-50,Notebook,CM (50) 22,1. Parliament; 2. T.C.P. Valuations; 3. Dock Strike; 4. Socialised Industries; 5. Displaced Persons
CAB,195,7,86,24-Apr-50,Notebook,CM (50) 24,1. Transport Charges; 2. Parliament: Budget Debates; 3. Gas Industry Wage Claim; 4. London Dock Strike; 5. China: General Policy; 6. China: Civil Aircraft; 7. Malaya: Appointment of Chinese Consuls
CAB,195,7,87,25-Apr-50,Notebook,CM (50) 25,1. London Dock Strike; 2. Arab States and Israel; 3. Haifa: Pipe-Line; 4. Transport Charges
